,C,E,M,P,S,V
23,0.3572778827977316,0.32490272373540857,0.0,0.03846153846153846,0.27777777777777773,0.375
24,0.34237995824634654,0.2840909090909091,0.13333333333333333,0.05333333333333334,0.2874015748031496,0.2
25,0.3569023569023569,0.25319148936170216,0.11842105263157894,0.14285714285714285,0.30651340996168586,0.6666666666666666
26,0.3554502369668247,0.1830065359477124,0.20071684587813618,0.14743589743589744,0.277992277992278,0.2222222222222222
27,0.3367768595041322,0.24878048780487805,0.1724137931034483,0.11267605633802816,0.29045643153526973,0.5
28,0.3456140350877193,0.20792079207920794,0.26519337016574585,0.11538461538461539,0.3073770491803279,0.5
29,0.3345070422535211,0.3267175572519084,0.09677419354838708,0.10256410256410257,0.3347107438016529,0.6666666666666666
30,0.3647469458987784,0.2691552062868369,0.08571428571428572,0.09523809523809525,0.3568281938325991,0.5
31,0.3641304347826087,0.26666666666666666,0.1701388888888889,0.09523809523809523,0.2874493927125506,0.5
32,0.3722222222222222,0.2903930131004367,0.3191489361702128,0.04545454545454545,0.31877729257641924,0.2
33,0.3378640776699029,0.26109215017064846,0.16666666666666666,0.0967741935483871,0.2885375494071146,0.25
34,0.3221601489757914,0.23648648648648649,0.1875,0.10714285714285715,0.26996197718631176,0.33333333333333337
35,0.3443579766536965,0.20253164556962022,0.043478260869565216,0.05,0.32799999999999996,0.5
36,0.34119782214156075,0.22735674676524953,0.14285714285714285,0.1142857142857143,0.34234234234234234,0.4
37,0.33916083916083917,0.2147058823529412,0.29153605015673983,0.06451612903225808,0.30290456431535273,1.0
38,0.328996282527881,0.23476702508960573,0.0,0.09433962264150943,0.2837837837837838,0.5
39,0.3638344226579521,0.1701492537313433,0.33333333333333326,0.041237113402061855,0.3003952569169961,0.3333333333333333
40,0.34508348794063076,0.20348837209302323,0.0,0.049180327868852465,0.313953488372093,0.0
41,0.33462282398452614,0.3088235294117647,0.3333333333333333,0.06382978723404256,0.3245614035087719,0.25000000000000006
42,0.342756183745583,0.2538330494037479,0.18181818181818182,0.15625,0.3108808290155441,0.7999999999999999
43,0.34075723830734966,0.2711598746081505,0.22580645161290322,0.08035714285714286,0.2874015748031496,0.37499999999999994
44,0.3830155979202773,0.28169014084507044,0.1842105263157895,0.09999999999999999,0.31939163498098855,0.6000000000000001
45,0.31444241316270566,0.2902208201892745,0.14285714285714288,0.07017543859649122,0.32905982905982906,0.6666666666666667
46,0.3245033112582782,0.2676767676767677,0.0,0.1111111111111111,0.3150684931506849,0.4285714285714286
47,0.37291280148423006,0.18640776699029127,0.14285714285714285,0.024691358024691353,0.3459715639810427,0.4
48,0.3204225352112676,0.20401854714064918,0.0,0.14285714285714288,0.2890625,0.6666666666666667
49,0.33786078098471983,0.20609318996415768,0.21276595744680848,0.0,0.3037974683544304,0.5
50,0.3464285714285714,0.31095406360424027,0.16,0.08571428571428572,0.2659574468085107,0.6666666666666666
51,0.37400000000000005,0.26244343891402716,0.1904761904761905,0.0625,0.2974910394265233,0.2857142857142857
52,0.32669322709163345,0.2549728752260398,0.1,0.09523809523809523,0.30798479087452474,0.5714285714285714
53,0.3247863247863248,0.2543689320388349,0.0,0.07407407407407407,0.34374999999999994,0.5
54,0.34064080944350755,0.2358974358974359,0.045454545454545456,0.05,0.30735930735930733,0.33333333333333337
55,0.33496732026143794,0.22142857142857145,0.2351190476190476,0.08695652173913043,0.2892561983471074,0.5
56,0.33273703041144903,0.31116389548693585,0.18421052631578946,0.125,0.2557251908396947,0.8333333333333331
57,0.3389199255121042,0.2631578947368421,0.0,0.07777777777777777,0.2995594713656388,0.375
58,0.336734693877551,0.18129770992366412,0.0,0.15151515151515152,0.32142857142857145,0.2222222222222222
59,0.3455497382198953,0.29605263157894735,0.1627906976744186,0.14814814814814814,0.3134920634920635,0.5
60,0.3351955307262571,0.16037735849056603,0.0,0.09259259259259259,0.3383084577114428,0.5
61,0.31238447319778184,0.2478031634446397,0.28571428571428575,0.08139534883720931,0.2693726937269373,0.25
62,0.33333333333333337,0.19415448851774536,0.14634146341463414,0.06557377049180328,0.311284046692607,0.6666666666666667
63,0.3771043771043771,0.30699774266365687,0.16296296296296295,0.20000000000000004,0.3073770491803279,0.3333333333333333
64,0.32107843137254904,0.20925553319919518,0.0,0.11000000000000001,0.2988929889298893,0.0
65,0.2934232715008432,0.23380281690140844,0.31683168316831684,0.06382978723404253,0.33936651583710403,0.16666666666666666
66,0.38888888888888884,0.2222222222222222,0.1,0.16363636363636364,0.3015267175572519,0.375
67,0.35625,0.25900514579759865,0.05405405405405405,0.12280701754385966,0.2838427947598253,0.75
68,0.3543441226575809,0.23513513513513512,0.17391304347826086,0.1666666666666667,0.3036437246963563,0.3333333333333333
69,0.3270042194092827,0.1979695431472081,0.0,0.09090909090909088,0.314410480349345,0.24999999999999997
70,0.33200795228628227,0.21951219512195125,0.13636363636363638,0.08955223880597013,0.3108614232209737,0.39999999999999997
71,0.33891213389121333,0.19104477611940296,0.2601626016260163,0.08641975308641976,0.2943396226415095,0.19999999999999998
72,0.31698113207547174,0.32863849765258213,0.13333333333333333,0.06666666666666667,0.32270916334661354,0.5000000000000001
73,0.3499142367066896,0.2171253822629969,0.14814814814814814,0.06976744186046512,0.32046332046332043,0.5
74,0.32700421940928265,0.30612244897959184,0.0,0.049999999999999996,0.2676056338028169,0.49999999999999994
75,0.3613595706618962,0.23404255319148937,0.0,0.125,0.35678391959798994,0.25
76,0.34156378600823045,0.28947368421052627,0.23636363636363636,0.07692307692307691,0.318007662835249,0.39999999999999997
77,0.3187022900763359,0.3086232980332829,0.2105263157894737,0.0375,0.321969696969697,1.0
78,0.32251521298174435,0.2366666666666667,0.1388888888888889,0.09523809523809525,0.3556701030927835,0.33333333333333337
79,0.38086956521739124,0.23091247672253257,0.0,0.09375,0.32158590308370044,0.5000000000000001
80,0.33333333333333337,0.21405750798722045,0.23741007194244607,0.1506024096385542,0.2678571428571429,0.5000000000000001
81,0.32939189189189183,0.2908011869436202,0.0,0.16666666666666669,0.3305785123966942,0.5
82,0.3244444444444444,0.2697594501718213,0.125,0.14173228346456693,0.27636363636363637,0.6666666666666666
83,0.3253588516746412,0.20535714285714282,0.24999999999999997,0.15606936416184972,0.2948207171314741,0.0
84,0.33652007648183563,0.25163398692810457,0.18181818181818182,0.05660377358490567,0.2868525896414343,0.0
85,0.32676518883415434,0.33999999999999997,0.0,0.08333333333333333,0.30677290836653387,0.39999999999999997
86,0.3415559772296015,0.31972789115646255,0.12903225806451613,0.031746031746031744,0.29959514170040485,0.25
87,0.3441682600382409,0.2778730703259005,0.3333333333333333,0.07936507936507936,0.2775800711743772,0.5
88,0.33220338983050846,0.2576985413290114,0.125,0.13043478260869565,0.29600000000000004,0.3333333333333333
89,0.3404255319148936,0.23458904109589043,0.14285714285714288,0.12244897959183673,0.29718875502008035,0.5
90,0.3462282398452612,0.2551834130781499,0.3684210526315789,0.12307692307692306,0.30522088353413657,0.3333333333333333
91,0.3018867924528302,0.3036912751677852,0.0,0.023809523809523808,0.2568493150684932,0.5
92,0.3499999999999999,0.30823117338003503,0.36,0.07894736842105263,0.2677966101694915,0.3333333333333333
93,0.33580705009276435,0.21414141414141413,0.16304347826086954,0.14285714285714285,0.3031496062992126,0.6666666666666666
94,0.3527272727272727,0.22924187725631764,0.0,0.07142857142857144,0.3187772925764192,0.6666666666666666
95,0.31499051233396586,0.2464985994397759,0.2727272727272727,0.125,0.314410480349345,0.3333333333333333
96,0.36312849162011174,0.26264591439688717,0.24999999999999997,0.1,0.30952380952380953,0.2857142857142857
97,0.35026269702276713,0.23157894736842108,0.22907488986784136,0.2,0.2913385826771654,0.3333333333333333
98,0.3666666666666666,0.18696883852691218,0.21621621621621623,0.05555555555555556,0.3,0.3333333333333333
99,0.3927335640138408,0.27056672760511885,0.06666666666666667,0.0,0.3148936170212766,0.5714285714285714
